ranking, punk_image, id, minscore, 2nd, category
86,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk5299.png" width="72" height="72">","5299",0.026300000000,4.2900000000,0.8800000000,14.2000000000,"Handlebars 2.6300,Mohawk Dark 4.2900,Cigarette 9.6100,Earring 24.5900",Zombie,Zombie,0.0089198153996420824966343604
87,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk1190.png" width="72" height="72">","1190",0.026300000000,4.8100000000,0.8800000000,14.2000000000,"Handlebars 2.6300,Bandana 4.8100,Cigarette 9.6100,Earring 24.5900",Zombie,Zombie,0.0089255150401483203625440898
88,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk2560.png" width="72" height="72">","2560",0.027300000000,3.3200000000,0.8800000000,14.2000000000,"Front Beard 2.7300,VR 3.3200,Headband 4.0600,Earring 24.5900",Zombie,Zombie,0.0092296330449770164700063189
89,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk7252.png" width="72" height="72">","7252",0.028200000000,4.1400000000,0.8800000000,45.0100000000,"Chinstrap 2.8200,Crazy hair 4.1400,Earring 24.5900",Zombie,Zombie,0.0095493572264167584726160666
90,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk2967.png" width="72" height="72">","2967",0.028200000000,4.4100000000,0.8800000000,35.6000000000,"Chinstrap 2.8200,Mohawk Thin 4.4100",Zombie,Zombie,0.0095516675718165998102426546
91,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk5312.png" width="72" height="72">","5312",0.028600000000,4.1900000000,0.8800000000,35.6000000000,"Luxurious Beard 2.8600,Knitted Cap 4.1900",Zombie,Zombie,0.0096787980938992235021101824
92,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk8957.png" width="72" height="72">","8957",0.028600000000,4.4200000000,0.8800000000,35.6000000000,"Luxurious Beard 2.8600,Frumpy Hair 4.4200",Zombie,Zombie,0.0096821043772541950123547271
93,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk8857.png" width="72" height="72">","8857",0.028600000000,4.4700000000,0.8800000000,35.6000000000,"3D Glasses 2.8600,Wild Hair 4.4700",Zombie,Zombie,0.0096827783887452696230189935
94,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk5573.png" width="72" height="72">","5573",0.028600000000,4.4100000000,0.8800000000,45.0100000000,"3D Glasses 2.8600,Luxurious Beard 2.8600,Mohawk 4.4100",Zombie,Zombie,0.0096835319274557728244918082
95,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk8307.png" width="72" height="72">","8307",0.028800000000,4.6300000000,0.8800000000,35.6000000000,"Mustache 2.8800,Stringy Hair 4.6300",Zombie,Zombie,0.0097499745154727414184794311
96,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk7337.png" width="72" height="72">","7337",0.028900000000,3.0300000000,0.8800000000,35.6000000000,"Normal Beard Black 2.8900,Peak Spike 3.0300",Zombie,Zombie,0.0097516210447740801500718277
97,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk7914.png" width="72" height="72">","7914",0.028900000000,4.1900000000,0.8800000000,35.6000000000,"Normal Beard Black 2.8900,Knitted Cap 4.1900",Zombie,Zombie,0.0097763675006316965567621523
98,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk7971.png" width="72" height="72">","7971",0.044700000000,5.3500000000,30.3100000000,0.1100000000,"Wild Hair 4.4700,Big Shades 5.3500,Black Lipstick 6.1700,Mole 6.4400,Cigarette 9.6100,Earring 24.5900",Mid,Female,0.0097984398422090729787517959
99,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk2566.png" width="72" height="72">","2566",0.029200000000,4.6000000000,0.8800000000,35.6000000000,"Normal Beard 2.9200,Messy Hair 4.6000",Zombie,Zombie,0.0098797532507016481748666257
101,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk3211.png" width="72" height="72">","3211",0.029500000000,4.0600000000,0.8800000000,35.6000000000,"Goat 2.9500,Headband 4.0600",Zombie,Zombie,0.0099691116061914830654572578
102,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk8531.png" width="72" height="72">","8531",0.029500000000,4.6300000000,0.8800000000,45.0100000000,"Goat 2.9500,Stringy Hair 4.6300,Regular Shades 5.2700",Zombie,Zombie,0.0099793414229780060232450169
100,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk7127.png" width="72" height="72">","7127",0.029300000000,4.8100000000,0.8800000000,45.0100000000,"Eye Mask 2.9300,Bandana 4.8100,Earring 24.5900",Zombie,Zombie,0.0099165617222880001388397734
103,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk8127.png" width="72" height="72">","8127",0.040600000000,4.0600000000,0.8800000000,3.3300000000,Headband 4.0600,Zombie,Zombie,0.0101276677653365044503997604
104,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk1119.png" width="72" height="72">","1119",0.030000000000,4.6100000000,0.8800000000,45.0100000000,"Do-rag 3.0000,Eye Patch 4.6100,Shadow Beard 5.2600",Zombie,Zombie,0.0101415103733065811712311537
105,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk7756.png" width="72" height="72">","7756",0.030000000000,5.2600000000,0.8800000000,45.0100000000,"Do-rag 3.0000,Shadow Beard 5.2600,Horned Rim Glasses 5.3500",Zombie,Zombie,0.0101493487266625411037428269
106,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk1935.png" width="72" height="72">","1935",0.030000000000,24.5900000000,0.8800000000,35.6000000000,"Shaved Head 3.0000,Earring 24.5900",Zombie,Zombie,0.0101915390332199885844240558
107,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk3609.png" width="72" height="72">","3609",0.030000000000,24.5900000000,0.8800000000,35.6000000000,"Do-rag 3.0000,Earring 24.5900",Zombie,Zombie,0.0101915390332199885844240558
108,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk3493.png" width="72" height="72">","3493",0.030300000000,5.2600000000,0.8800000000,35.6000000000,"Peak Spike 3.0300,Shadow Beard 5.2600",Zombie,Zombie,0.0102451060349326545805372017
109,"<img src="https://www.larvalabs.com/public/images/cryptopunks/punk2329.png" width="72" height="72">","2329",0.030300000000,24.5900000000,0.8800000000,35.6000000000,"Peak Spike 3.0300,Earring 24.5900",Zombie,Zombie,0.0102898640700831565166784263
